action_number,new_accuracy,new_DR,new_DP,new_EO,new_PQP
original,0.9483333333333334,0.05824125,0.0035842293906810374,0.003937007874015741,0.07435173356641789
1,0.9483333333333334,0.059501566,0.0035842293906810374,0.003937007874015741,0.07435173356641789
2,0.9466666666666667,0.056313623,0.007168458781361964,0.007874015748031482,0.07467638359368844
3,0.9466666666666667,0.062342327,0.007168458781361964,0.007874015748031482,0.07467638359368844
4,0.9483333333333334,0.05788464,0.0035842293906810374,0.003937007874015741,0.07435173356641789
5,0.9466666666666667,0.060850933,0.007168458781361964,0.007874015748031482,0.07467638359368844
6,0.9466666666666667,0.062375907,0.007168458781361964,0.007874015748031482,0.07467638359368844
7,0.9483333333333334,0.05926543,0.0035842293906810374,0.003937007874015741,0.07435173356641789
8,0.9483333333333334,0.065759435,0.0035842293906810374,0.003937007874015741,0.07435173356641789
9,0.9483333333333334,0.0627244,0.0035842293906810374,0.003937007874015741,0.07435173356641789
10,0.9466666666666667,0.058983363,0.0004689645931732489,0.0007724509119904077,0.07430305755395683
11,0.9466666666666667,0.059072323,0.007168458781361964,0.007874015748031482,0.07467638359368844
12,0.9483333333333334,0.06498135,0.0035842293906810374,0.003937007874015741,0.07435173356641789
13,0.9483333333333334,0.06044799,0.0035842293906810374,0.003937007874015741,0.07435173356641789
14,0.9483333333333334,0.05665914,0.0035842293906810374,0.003937007874015741,0.07435173356641789
15,0.9483333333333334,0.06062524,0.0035842293906810374,0.003937007874015741,0.07435173356641789
16,0.95,0.058605574,0.0,0.0,0.0740294107794861
17,0.9466666666666667,0.056109592,0.007168458781361964,0.007874015748031482,0.07467638359368844
18,0.9466666666666667,0.056108985,0.007168458781361964,0.007874015748031482,0.07467638359368844
19,0.9483333333333334,0.05668585,0.0035842293906810374,0.003937007874015741,0.07435173356641789
20,0.9466666666666667,0.059883755,0.007168458781361964,0.007874015748031482,0.07467638359368844
21,0.9466666666666667,0.05978381,0.007168458781361964,0.007874015748031482,0.07467638359368844
22,0.9483333333333334,0.058383953,0.0035842293906810374,0.003937007874015741,0.07435173356641789
23,0.9483333333333334,0.058383953,0.0035842293906810374,0.003937007874015741,0.07435173356641789
24,0.945,0.055987727,0.004053193983854175,0.004709458786006149,0.07462770758122739
25,0.9466666666666667,0.056428332,0.0004689645931732489,0.0007724509119904077,0.07430305755395683
26,0.9483333333333334,0.056678504,0.0035842293906810374,0.003937007874015741,0.07435173356641789
27,0.9483333333333334,0.057432137,0.0035842293906810374,0.003937007874015741,0.07435173356641789
28,0.9466666666666667,0.05625237,0.007168458781361964,0.007874015748031482,0.07467638359368844
29,0.9466666666666667,0.054577306,0.007168458781361964,0.007874015748031482,0.07467638359368844
30,0.9483333333333334,0.0531053,0.010752688172043001,0.007874015748031482,0.07138019775159155
31,0.95,0.054860402,0.0,0.0,0.0740294107794861
32,0.9466666666666667,0.05361985,0.007168458781361964,0.007874015748031482,0.07467638359368844
33,0.9466666666666667,0.055204265,0.007168458781361964,0.007874015748031482,0.07467638359368844
34,0.9466666666666667,0.057078894,0.007168458781361964,0.007874015748031482,0.07467638359368844
35,0.9483333333333334,0.0546066,0.0035842293906810374,0.003937007874015741,0.07435173356641789
36,0.9466666666666667,0.0587346,0.007168458781361964,0.007874015748031482,0.07467638359368844
37,0.9466666666666667,0.058562074,0.007168458781361964,0.007874015748031482,0.07467638359368844
38,0.9466666666666667,0.058561936,0.007168458781361964,0.007874015748031482,0.07467638359368844
39,0.945,0.057126332,0.010752688172043001,0.011811023622047223,0.07500338615738855
40,0.95,0.056036364,0.0,0.0,0.0740294107794861
41,0.9466666666666667,0.056674812,0.007168458781361964,0.007874015748031482,0.07467638359368844
42,0.9466666666666667,0.05672376,0.007168458781361964,0.007874015748031482,0.07467638359368844
43,0.9483333333333334,0.05832775,0.0035842293906810374,0.003937007874015741,0.07435173356641789
44,0.9483333333333334,0.053519323,0.0035842293906810374,0.003937007874015741,0.07435173356641789
45,0.9466666666666667,0.059424795,0.007168458781361964,0.007874015748031482,0.07467638359368844
46,0.945,0.059910737,0.010752688172043001,0.011811023622047223,0.07500338615738855
47,0.9466666666666667,0.057126883,0.007168458781361964,0.007874015748031482,0.07467638359368844
48,0.9466666666666667,0.058787994,0.007168458781361964,0.007874015748031482,0.07467638359368844
49,0.9466666666666667,0.058787383,0.007168458781361964,0.007874015748031482,0.07467638359368844
50,0.9466666666666667,0.05250948,0.0004689645931732489,0.0007724509119904077,0.07430305755395683
51,0.9483333333333334,0.05892247,0.0035842293906810374,0.003937007874015741,0.07435173356641789
52,0.9483333333333334,0.05753153,0.0035842293906810374,0.003937007874015741,0.07435173356641789
53,0.95,0.056415047,0.0,0.0,0.0740294107794861
54,0.95,0.056853853,0.0,0.0,0.0740294107794861
55,0.9466666666666667,0.0614208,0.007168458781361964,0.007874015748031482,0.07467638359368844
56,0.945,0.05732574,0.010752688172043001,0.011811023622047223,0.07500338615738855
57,0.9466666666666667,0.060048785,0.007168458781361964,0.007874015748031482,0.07467638359368844
58,0.9466666666666667,0.05711086,0.0004689645931732489,0.0007724509119904077,0.07430305755395683
59,0.9466666666666667,0.05512657,0.007168458781361964,0.007874015748031482,0.07467638359368844
60,0.945,0.05685025,0.010752688172043001,0.011811023622047223,0.07500338615738855
61,0.9483333333333334,0.059966616,0.0035842293906810374,0.003937007874015741,0.07435173356641789
62,0.9483333333333334,0.05409598,0.0035842293906810374,0.003937007874015741,0.07435173356641789
63,0.9466666666666667,0.054814044,0.0004689645931732489,0.0007724509119904077,0.07430305755395683
64,0.9483333333333334,0.052122045,0.0035842293906810374,0.003937007874015741,0.07435173356641789
65,0.9466666666666667,0.052718494,0.0004689645931732489,0.0007724509119904077,0.07430305755395683
66,0.9466666666666667,0.052718494,0.0004689645931732489,0.0007724509119904077,0.07430305755395683
67,0.9483333333333334,0.05856582,0.0035842293906810374,0.003937007874015741,0.07435173356641789
68,0.9466666666666667,0.057685886,0.007168458781361964,0.007874015748031482,0.07467638359368844
69,0.9466666666666667,0.05768641,0.007168458781361964,0.007874015748031482,0.07467638359368844
70,0.9483333333333334,0.05729022,0.0031152647975077885,0.0031645569620253333,0.07398073476702505
