action_number,new_accuracy,new_DR,new_DP,new_EO,new_PQP
original,0.9366666666666666,0.06354677,0.013745704467353903,0.011494252873563204,0.081627820439092
1,0.9333333333333333,0.061591376,0.020618556701030966,0.019157088122605415,0.08233691023675693
2,0.9366666666666666,0.05919773,0.013745704467353903,0.011494252873563204,0.081627820439092
3,0.9366666666666666,0.06072693,0.0068728522336769515,0.007662835249042099,0.08438875264554713
4,0.9383333333333334,0.06230711,0.010309278350515427,0.007662835249042099,0.08127696871628909
5,0.9383333333333334,0.06352094,0.010309278350515427,0.007662835249042099,0.08127696871628909
6,0.9333333333333333,0.06536924,0.013745704467353903,0.01532567049808431,0.08511214099658337
7,0.9333333333333333,0.06588371,0.013745704467353903,0.01532567049808431,0.08511214099658337
8,0.9383333333333334,0.060919773,0.0034364261168384758,0.003831417624521105,0.08403080013391362
9,0.9383333333333334,0.059206035,0.0034364261168384758,0.003831417624521105,0.08403080013391362
10,0.935,0.06413274,0.010309278350515427,0.011494252873563204,0.0847491909385113
11,0.935,0.06298322,0.010309278350515427,0.011494252873563204,0.0847491909385113
12,0.9383333333333334,0.062462732,0.0034364261168384758,0.003831417624521105,0.08403080013391362
13,0.9383333333333334,0.058552448,0.0034364261168384758,0.003831417624521105,0.08403080013391362
14,0.935,0.06694506,0.01718213058419249,0.01532567049808431,0.08198112567044602
15,0.935,0.06209495,0.010309278350515427,0.011494252873563204,0.0847491909385113
16,0.9366666666666666,0.06104259,0.013745704467353903,0.011494252873563204,0.081627820439092
17,0.9366666666666666,0.06359113,0.0068728522336769515,0.007662835249042099,0.08438875264554713
18,0.9366666666666666,0.05988653,0.0068728522336769515,0.007662835249042099,0.08438875264554713
19,0.9416666666666667,0.06163442,0.0034364261168384758,0.0,0.08058252427184465
20,0.9416666666666667,0.061628964,0.0034364261168384758,0.0,0.08058252427184465
21,0.935,0.06270356,0.0036366062789844333,0.004362505216038759,0.08432570889318303
22,0.935,0.059895657,0.0036366062789844333,0.004362505216038759,0.08432570889318303
23,0.935,0.059896603,0.0036366062789844333,0.004362505216038759,0.08432570889318303
24,0.935,0.061828416,0.0036366062789844333,0.004362505216038759,0.08432570889318303
25,0.9333333333333333,0.06427173,0.007073032395822909,0.008193922840559864,0.0846861471861472
26,0.9383333333333334,0.059883587,0.0034364261168384758,0.003831417624521105,0.08403080013391362
27,0.9383333333333334,0.05899257,0.0034364261168384758,0.003831417624521105,0.08403080013391362
28,0.935,0.06254354,0.010309278350515427,0.011494252873563204,0.0847491909385113
29,0.94,0.06095419,0.0,0.0,0.08367530777699927
30,0.9366666666666666,0.06302015,0.0068728522336769515,0.007662835249042099,0.08438875264554713
31,0.935,0.065985285,0.010309278350515427,0.011494252873563204,0.0847491909385113
32,0.9383333333333334,0.06811703,0.0034364261168384758,0.003831417624521105,0.08403080013391362
33,0.9366666666666666,0.06282113,0.0068728522336769515,0.007662835249042099,0.08438875264554713
34,0.935,0.06295067,0.010309278350515427,0.011494252873563204,0.0847491909385113
35,0.94,0.06218919,0.0,0.0,0.08367530777699927
36,0.9383333333333334,0.061015453,0.0034364261168384758,0.003831417624521105,0.08403080013391362
37,0.93,0.06127194,0.013945884629499972,0.015856758089602074,0.08541458541458546
38,0.9333333333333333,0.061263874,0.007073032395822909,0.008193922840559864,0.0846861471861472
39,0.9316666666666666,0.06251292,0.010509458512661385,0.01202534046508097,0.08504909724421927
40,0.9333333333333333,0.061707642,0.013945884629499972,0.01202534046508097,0.08191808191808192
41,0.9333333333333333,0.058684323,0.007073032395822909,0.008193922840559864,0.0846861471861472
42,0.9316666666666666,0.060146015,0.01718213058419249,0.019157088122605415,0.08547762916694956
43,0.9383333333333334,0.05837373,0.0034364261168384758,0.003831417624521105,0.08403080013391362
44,0.9366666666666666,0.060560253,0.0068728522336769515,0.007662835249042099,0.08438875264554713
45,0.9366666666666666,0.061345696,0.0068728522336769515,0.007662835249042099,0.08438875264554713
46,0.9366666666666666,0.060810305,0.0068728522336769515,0.007662835249042099,0.08438875264554713
47,0.9366666666666666,0.06455308,0.00020018016214595757,0.0005310875915177649,0.08396775638154952
48,0.9333333333333333,0.061559804,0.013745704467353903,0.01532567049808431,0.08511214099658337
49,0.94,0.05961923,0.0,0.0,0.08367530777699927
50,0.9383333333333334,0.06244708,0.0034364261168384758,0.003831417624521105,0.08403080013391362
51,0.9366666666666666,0.058458373,0.00020018016214595757,0.0005310875915177649,0.08396775638154952
52,0.9366666666666666,0.059116095,0.00020018016214595757,0.0005310875915177649,0.08396775638154952
53,0.935,0.0634172,0.0036366062789844333,0.004362505216038759,0.08432570889318303
54,0.935,0.063538656,0.0036366062789844333,0.004362505216038759,0.08432570889318303
55,0.935,0.060416106,0.010509458512661385,0.008193922840559864,0.0815647766867279
56,0.9366666666666666,0.06350917,0.0068728522336769515,0.007662835249042099,0.08438875264554713
57,0.9366666666666666,0.062413648,0.00020018016214595757,0.0005310875915177649,0.08396775638154952
58,0.94,0.05977066,0.0,0.0,0.08367530777699927
59,0.935,0.060313582,0.0036366062789844333,0.004362505216038759,0.08432570889318303
60,0.935,0.06561456,0.010509458512661385,0.008193922840559864,0.0815647766867279
61,0.9383333333333334,0.063289404,0.0036366062789844333,0.0005310875915177649,0.08086550128072623
62,0.935,0.061986543,0.010509458512661385,0.008193922840559864,0.0815647766867279
63,0.9383333333333334,0.060065053,0.0036366062789844333,0.0005310875915177649,0.08086550128072623
64,0.94,0.06221155,0.0068728522336769515,0.003831417624521105,0.08092854503309033
65,0.935,0.06617797,0.01718213058419249,0.01532567049808431,0.08198112567044602
66,0.9316666666666666,0.058760006,0.01718213058419249,0.019157088122605415,0.08547762916694956
67,0.9366666666666666,0.061688926,0.0068728522336769515,0.007662835249042099,0.08438875264554713
68,0.935,0.058624726,0.01718213058419249,0.01532567049808431,0.08198112567044602
69,0.9333333333333333,0.058991127,0.013745704467353903,0.01532567049808431,0.08511214099658337
70,0.9333333333333333,0.061393186,0.013745704467353903,0.01532567049808431,0.08511214099658337
71,0.9383333333333334,0.06017737,0.0034364261168384758,0.003831417624521105,0.08403080013391362
72,0.9366666666666666,0.062049523,0.013745704467353903,0.011494252873563204,0.081627820439092
73,0.9366666666666666,0.05336825,0.0068728522336769515,0.007662835249042099,0.08438875264554713
